NAAB Code;Identification;Name;Full Name;Breed;TPI;NM$;CM$;Milk;Protein;Fat;PL;DPR;SCS;CCR;HCR;Health Index;SCE;DCE;SSB;DSB;PTAT;UDC;FLC;Pedigree;aAa;DMS;Programs;Birth Date;Proof;Balance;Balance No Conf;High Value;High Production;High Prod - No Conf;Production & Conf;High Health;High Health & Conf;AltaActive;
029HO18365;HO840M003132117070;FOXTAIL;PINE-TREE FOXTAIL-ET;HO;2603;779;816;1372;60;86;5,3;1,1;2,82;3,3;1,5;;4,8;5,2;6,0;6,1;1,45;1,34;1,00;LAWMAN X SUPERSIRE;;;;10/25/2015;USA-201704;786;865;811;1017;1024;778;753;760;;
198HO02064;HOITAM033990385284;PIPER;ALL NURE SILVER PIPER;HO;2515;684;703;1157;44;68;6,3;2,1;2,89;3,9;3,2;;6,8;5,3;7,8;6,3;1,37;1,60;1,23;SILVER X NUMERO UNO;;;;7/9/2015;USA-201704;716;756;730;829;834;708;703;698;;
182HO00952;HODEUM000357335780;LETTON;MIRO;HO;2540;667;701;676;35;52;6,5;2,8;2,66;4,8;3,3;;7,3;4,0;7,6;5,3;1,90;2,15;0,94;MISSOURI X NUMERO UNO;;;;5/30/2015;USA-201704;715;729;721;726;738;694;729;725;;
202HO01652;HOLUXM000199442868;SOUKI;;HO;2616;758;788;1498;57;71;6,7;0,3;2,69;0,5;1,7;;7,6;4,7;7,8;5,9;1,92;1,74;2,00;SILVER X AltaOAK;;;;9/14/2015;USA-201704;832;852;830;981;969;850;771;784;;
224HO04265;HOGBRM915258200081;COOPER;GLAMOUR BOGHILL COOPER;HO;2579;760;785;848;40;90;6,5;1,7;2,94;2,9;1,7;;7,4;4,8;8,0;5,6;1,93;1,75;1,74;SILVER X NUMERO UNO;;;;7/11/2015;USA-201704;766;775;764;885;875;781;713;746;;
198HO02079;HOITAM017991551800;SECTOR;AMIGHETTI SIL SECTOR;HO;2654;764;785;1805;65;96;5,3;0,8;2,93;2,5;2,8;;8,7;6,1;8,3;6,7;1,75;1,36;1,56;SILVER X SUPERSIRE;;;;9/5/2015;USA-201704;833;892;844;1100;1086;853;751;746;;
515HO00281;HONLDM000947694726;CORNELL PP;JK Eder Cornel;HO;2241;430;451;1198;50;34;1,9;1,8;3,08;3,0;3,5;;7,3;4,9;7,0;5,1;0,96;0,54;0,68;POWERBALL-P X EARNHARDT P;;;;8/1/2015;USA-201704;483;546;502;662;670;476;457;399;;
200HO10800;HOCANM000012380013;WIZARD;PROGENESIS WIZARD;HO;2546;710;716;1776;52;66;6,6;1,7;2,77;3,2;3,2;;6,0;4,7;6,7;5,0;1,15;1,29;1,17;HOTSHOT X DEFENDER;;;;10/16/2015;USA-201704;751;835;785;894;923;714;777;768;;
224HO04523;HOCANM000012111880;LEGO;VOGUE LEGO;HO;2589;694;727;1156;50;81;5,6;1,5;2,72;3,1;2,5;;7,6;6,1;8,2;6,8;1,69;1,40;1,84;SILVER X NUMERO UNO;;;;9/25/2015;USA-201704;772;817;783;930;929;776;737;729;;
551HO03465;HOCANM000012245176;ETTORE;STANTONS 9799;HO;2564;693;718;1160;44;61;7,0;2,6;2,69;3,8;1,4;;7,8;4,1;7,5;4,8;1,84;1,65;0,92;SUPERSHOT X NUMERO UNO;;;;10/22/2015;USA-201704;749;821;782;827;862;701;799;776;;
029HO17348;HOGBRM727942700268;MR PROTEIN;WILTOR MR PROTEIN  A2A2 BLF;HO;2430;642;680;1420;62;64;5,1;1,4;2,80;2,2;1,6;;7,4;5,9;6,9;5,9;0,58;0,49;-0,12;SUPERSHOT X FANATIC;;;;9/3/2015;USA-201704;654;831;728;906;966;572;734;694;;
551HO03417;HO840M003132198509;MOTOR OIL;MR SS MOTOR OIL-ET;HO;2666;811;820;2280;71;75;7,1;1,6;2,85;2,9;2,0;;7,4;5,2;7,5;5,5;1,51;1,07;1,21;SUPERSHOT X MOGUL;;;;10/13/2015;USA-201704;852;981;902;1094;1128;808;876;840;;
200HO10810;HO840M003133064337;GEMSTONE;ENDCO GEMSTONE-ET;HO;2521;603;624;1055;40;54;5,1;0,8;2,76;1,5;2,2;;7,2;4,9;7,4;6,9;2,58;2,92;1,68;AltaHOTROD X ST-LOUIS;;;;11/1/2015;USA-201704;750;638;687;782;712;837;587;616;;
543HO00091;HOITAM020991026833;DEL VECCHIO;GANDY ROYAL DELVECCHIO ET;HO;2418;601;636;718;37;71;5,3;1,5;2,73;2,0;2,8;;8,4;5,7;8,4;6,8;1,40;1,39;0,31;SUPERSHOT X NUMERO UNO;;;;4/13/2015;USA-201704;623;692;651;744;765;590;643;655;;
250HO12916;HO840M003130010469;FESTUS;DE-SU FESTUS 13224-ET;HO;2576;661;671;1279;38;49;7,3;3,1;2,67;4,5;3,2;;7,0;6,4;7,2;5,6;2,01;2,31;1,71;HOTSHOT X MOGUL;;;;10/14/2015;USA-201704;779;770;775;770;771;775;775;765;;
202HO01632;HO840M003132117067;TAIRON;PINE-TREE TAIRON;HO;2628;749;778;1331;53;68;6,5;1,2;2,76;2,7;1,9;;6,9;4,5;8,4;5,7;2,20;2,07;1,64;TAILOR X MCCUTCHEN;;;;10/24/2015;USA-201704;823;825;814;942;926;843;757;756;;
151HO03431;HODEUM000122030614;BUBBA;Mr Coronas Ballantines;HO;2095;243;240;651;17;57;0,0;-4,2;2,95;-4,7;0,6;;8,6;7,3;8,2;7,6;3,84;2,38;2,51;BEEMER X G W ATWOOD;;;;9/11/2015;USA-201704;420;153;271;473;311;638;48;174;;
200HO10618;HOCANM000012302902;BARON;PROGENESIS BARON;HO;2584;669;666;2295;63;80;3,1;-2,0;2,78;-0,2;1,1;;6,6;2,8;7,1;3,5;3,15;2,05;1,11;CAPITAL GAIN X SUPERSIRE;;;;7/12/2015;USA-201704;785;743;740;1021;966;860;597;647;;
200HO07907;HOHUNM003316743171;OUTLOOK;MILKMEN OUTLOOK-ET;HO;2559;810;816;1704;53;80;7,4;1,6;2,93;3,2;2,7;;5,6;3,9;6,0;5,2;1,11;1,16;0,55;SUPERMAN X MOGUL;;;;8/2/2015;USA-201704;749;868;800;937;978;693;796;799;;
180HO89394;HOFRAM005640184729;LANISTER;LAND CREST LANISTER;HO;2546;722;741;1791;64;96;3,4;0,1;2,96;1,4;0,7;;6,9;4,7;6,5;5,3;1,47;1,19;0,93;JOSUPER X MOGUL;;;;7/11/2015;USA-201704;756;813;763;1055;1039;779;656;678;;
224HO04312;HOCANM000012221950;BEIBER-PP;VOGUE BEIBER PP;HO;2125;317;344;62;19;29;1,3;0,9;3,01;1,4;0,9;;6,0;5,0;7,1;6,5;2,00;1,99;1,52;OCEAN PP X EARNHARDT P;;;;8/10/2015;USA-201704;417;279;343;411;334;518;244;259;;
200HO10699;HOCANM000012302957;KEVIN;PROGENESIS KEVIN;HO;2378;463;469;950;27;34;4,8;0,3;2,74;0,9;1,2;;6,7;4,8;7,5;6,7;2,86;2,89;2,23;ELUDE X Alta5G;;;;9/2/2015;USA-201704;645;481;560;591;508;753;467;499;;
551HO03390;HOCANM000012189055;CORPS;STA330 SS CORPS;HO;2515;679;699;1053;40;58;6,8;1,0;2,83;0,7;1,1;;7,1;4,0;7,0;4,4;2,28;2,13;1,89;SUPERSHOT X MCCUTCHEN;;;;6/27/2015;USA-201704;751;713;727;793;773;779;682;709;;
298HO00007;HOCZEM000745766053;UZBEK;OSTRETIN UZBEK-ET;HO;2478;646;659;1045;37;60;6,0;2,8;2,88;3,5;1,5;;7,4;4,8;7,4;5,9;1,81;1,67;1,41;MAIN EVENT X SUPERSIRE;;;;8/12/2015;USA-201704;683;704;691;745;749;677;676;664;;
234HO09019;HODEUM001603476033;BARBAROSSA;BARBAROSSA;HO;2610;802;852;1112;59;94;5,2;0,9;2,72;2,2;2,8;;5,8;4,0;7,5;4,9;1,32;0,60;1,29;BALISTO X BREWMASTER;;;;12/27/2014;USA-201704;765;896;815;1021;1059;721;788;798;;
551HO03335;HO840M003010365414;SCRIPT;PRISTINE DIRECTOR SCRIPT-ET;HO;2671;745;780;721;35;48;8,8;4,9;2,58;8,0;4,9;;6,9;5,2;7,6;5,8;2,18;1,97;1,36;DIRECTOR X NUMERO UNO;;;;10/30/2015;USA-201704;786;858;829;751;803;714;901;848;;
507HO12974;HO840M003014562172;COPYCAT;SANDY-VALLEY COPYCAT-TW-ET;HO;2861;837;876;1476;63;83;6,5;3,9;2,73;5,6;2,0;;8,3;4,8;8,2;5,9;2,52;2,11;2,22;JEDI X JACEY;;;;2/16/2016;USA-201704;974;1011;983;1123;1118;981;933;889;;
289HO02017;HO840M003014562177;PHEN;SANDY-VALLEY PROGEN PHEN-ET;HO;2705;800;838;1580;68;91;5,8;0,8;2,89;2,5;2,5;;7,8;4,1;8,4;6,2;2,12;1,48;1,38;JEDI X BALISTO;;;;2/6/2016;USA-201704;859;926;875;1120;1113;870;792;786;;
507HO12973;HO840M003014562179;CODEC;SANDY-VALLEY CODEC-ET;HO;2825;871;907;1849;72;88;6,2;2,8;2,69;4,4;3,0;;9,2;5,3;7,8;4,7;1,82;1,80;1,09;JEDI X JACEY;;;;2/16/2016;USA-201704;962;1061;997;1190;1211;932;957;922;;
551HO03160;HO840M003123606862;BRODY;MR TROY BRODY-TW;HO;2523;717;737;1330;46;47;8,4;1,4;2,67;3,6;2,1;;7,3;4,7;8,0;6,2;1,36;1,84;0,98;TROY X NUMERO UNO;;;;5/7/2015;USA-201704;746;801;770;801;827;708;784;786;;
551HO03493;HO840M003125993735;RUCK;FARNEAR MONTROSS RUCK;HO;2720;862;892;1292;54;79;7,6;3,5;2,80;4,6;2,3;;7,6;5,8;7,1;6,6;1,71;1,82;1,73;MONTROSS X SHAN;;;;12/11/2015;USA-201704;879;944;906;1005;1020;858;888;871;;
007HO12982;HO840M003128124707;BARCUDA-RED;SUNQUEST BARCUDA-PP-RED-ET;HO;2395;600;620;1517;52;48;6,2;0,3;2,71;1,8;0,4;;9,4;6,2;8,1;6,0;1,46;0,96;0,77;JAX P*RC X NUMERO UNO;;;;1/23/2016;USA-201704;645;741;683;793;826;602;681;659;;
029HO18293;HO840M003128557463;MILORD;ABS MILORD-ET;HO;2619;770;796;1436;57;60;7,1;2,2;2,87;3,3;3,1;;6,3;3,7;8,0;5,0;1,95;1,48;1,27;BAYONET X BALISTO;;;;11/2/2015;USA-201704;791;866;820;931;954;761;806;770;;
029HO18303;HO840M003128557491;ASHFORD;ABS ASHFORD-ET;HO;2652;819;829;1601;53;83;6,9;2,0;2,94;3,8;4,0;;7,6;4,4;7,4;4,9;1,87;1,62;1,19;YODER X AltaEMBASSY;;;;11/17/2015;USA-201704;811;873;833;975;988;794;797;802;;
007HO13287;HO840M003125201927;HORACE;S-S-I HONEYBEE HORACE-ET;HO;2625;759;796;726;38;59;8,8;2,4;2,66;3,8;3,1;;7,3;4,1;7,6;4,9;1,92;2,38;1,18;HONEYBEE X NUMERO UNO;;;;7/10/2014;USA-201704;810;829;820;812;831;781;837;850;;
014HO07653;HO840M003125201931;DIMENSION;STANTONS DIMENSION-ET;HO;2385;604;621;521;22;58;7,3;0,8;2,80;2,3;1,3;;7,1;4,7;7,0;5,9;1,85;1,79;1,86;CAMARO X MOGUL;;;;7/15/2014;USA-201704;624;593;610;610;603;635;598;651;;
007HO12594;HO840M003125325340;BUGATTI;WOODCREST KINGBY BUGATTI-ET;HO;2438;591;603;1125;35;46;5,6;0,8;2,71;1,4;2,8;;8,5;5,7;7,6;4,6;2,87;1,99;1,27;KINGBOY X SHAMROCK;;;;7/13/2014;USA-201704;653;626;636;680;669;668;607;633;;
566HO01239;HO840M003125519425;PRETTY;SIEMERS KINGBOY R-PRETTY-ET;HO;2567;688;732;192;27;66;6,5;2,8;2,68;4,0;4,4;;6,2;3,1;7,3;3,5;2,33;2,11;1,20;KINGBOY X NUMERO UNO;;;;10/5/2014;USA-201704;718;720;720;712;727;697;733;748;;
566HO01237;HO840M003125567924;MILTON;SONRAY-ACRES BTLR MILTON-ET;HO;2476;728;760;917;41;67;7,7;1,8;2,64;2,7;1,9;;6,8;5,7;7,5;5,8;0,98;0,79;1,17;BUTLER X PETRONE;;;;8/29/2014;USA-201704;684;815;746;790;853;604;794;791;;
551HO03139;HO840M003125585577;FOXTROT;FARNEAR FOXTROT-ET;HO;2517;636;644;1441;47;68;3,8;1,6;2,95;2,0;0,8;;6,4;4,5;6,9;4,2;2,10;1,92;2,10;TANGO X MOGUL;;;;6/8/2014;USA-201704;743;692;706;862;819;805;611;634;;
014HO07690;HO840M003125613788;SPECTACULAR;STANTONS SPECTACULAR-ET;HO;2404;578;569;1318;32;52;6,6;1,9;2,93;3,0;1,4;;8,0;4,9;8,0;7,0;1,66;1,96;1,38;MAIN EVENT X SHAMROCK;;;;9/17/2014;USA-201704;644;625;634;671;656;661;605;617;;
200HO10377;HO840M003125982549;GOLDENEYE;DE-SU GOLDENEYE-ET;HO;2379;546;599;-44;24;45;6,0;1,2;2,61;2,3;3,3;;8,1;4,9;8,1;5,1;1,75;1,89;1,40;FLAME X PARADISE;;;;7/17/2014;USA-201704;609;586;598;582;583;608;600;628;;
289HO02001;HO840M003125982612;PETRY;DE-SU PROGENESIS PETRY-ET;HO;2513;713;721;1638;51;64;6,8;0,9;2,84;2,2;2,4;;5,6;4,4;7,1;6,4;1,50;1,45;1,14;HONEYBEE X KRUNCH;;;;8/31/2014;USA-201704;726;783;746;869;879;712;715;719;;
200HO10481;HO840M003125982622;BYTHEWAY;DE-SU BYTHEWAY-ET;HO;2501;645;674;1146;47;67;5,8;0,5;2,73;2,6;2,0;;6,6;3,5;8,5;5,7;1,74;1,60;0,80;BOMBERO X SUPERSIRE;;;;9/7/2014;USA-201704;703;746;715;840;845;694;681;681;;
200HO10482;HO840M003125982641;LEOPOLD;DE-SU LEOPOLD;HO;2470;667;694;1132;44;57;6,3;1,7;2,67;3,2;1,8;;6,0;4,1;8,5;5,4;1,29;1,21;0,88;BOMBERO X LEVI;;;;9/14/2014;USA-201704;676;763;714;780;817;626;729;710;;
200HO10483;HO840M003125982659;SARATOGA;DE-SU SARATOGA-ET;HO;2569;707;727;1408;50;72;7,0;1,3;2,75;4,2;3,3;;6,3;3,7;8,5;5,3;1,67;1,31;0,47;BOMBERO X SUPERSIRE;;;;9/29/2014;USA-201704;732;838;777;887;927;676;781;765;;
014HO07740;HO840M003126779970;ACCELBOXSTER;PEAK ACCELBOXSTER-ET;HO;2423;569;599;274;23;39;7,2;3,2;2,81;4,8;3,5;;6,7;4,4;7,1;5,8;1,74;1,99;1,55;CAMARO X NUMERO UNO;;;;10/13/2014;USA-201704;631;617;630;571;578;619;651;640;;
007HO13338;HO840M003126822838;PHILLIPS;S-S-I DAMARIS PHILLIPS-ET;HO;2536;758;801;724;47;81;7,9;1,3;2,92;2,9;3,5;;6,7;5,5;7,1;6,1;1,34;1,10;0,82;DAMARIS X SHAN;;;;10/20/2014;USA-201704;722;831;770;886;925;670;770;782;;
097HO41631;HO840M003126822845;AMPLIFY;PEAK AMPLIFY-ET;HO;2483;699;717;1176;50;60;6,6;1,2;3,17;3,1;2,7;;5,5;4,3;6,4;4,9;1,45;1,69;1,44;SKYLINE X MOGUL;;561,456;;10/20/2014;USA-201704;719;723;713;849;834;741;650;655;;
029HO17769;HOCANM000011445951;RELAY;ROCKYMOUNTAIN RELAY ET;HO;2395;687;698;1324;45;62;7,1;2,4;2,97;4,6;1,8;;6,2;3,8;5,8;4,2;0,35;0,59;-0,20;SUPERSIRE X FREDDIE;;;;10/9/2013;USA-201704;611;784;693;767;849;502;746;727;;
182HO00913;HOCANM000011714974;HOUSTON;MAPEL WOOD HOUSTON;HO;2257;375;415;163;27;44;2,4;-0,3;2,87;0,2;1,7;;7,0;5,4;6,9;6,2;1,91;2,28;2,15;DEFENDER X MAN-O-MAN;;;;7/11/2014;USA-201704;553;397;467;571;481;673;344;398;;
200HO10370;HOCANM000011720526;VIEWER;BRABANTDALE VIEWER;HO;2446;578;621;361;36;62;4,9;1,5;2,91;2,9;3,7;;8,2;4,9;7,4;5,4;1,92;1,71;1,60;FLAME X MOGUL;;;;5/20/2014;USA-201704;652;630;635;728;707;680;583;597;;
200HO10321;HOCANM000011835871;TIGER;FIREBLADE TIGER;HO;2375;515;543;1085;50;56;1,8;2,4;3,00;3,5;2,2;;5,8;4,5;8,2;8,6;1,44;1,09;0,91;ENFORCER X SUDAN;;;;1/11/2014;USA-201704;566;601;570;762;738;594;490;432;;
080HO01124;HOCANM000011842661;MARIO;QUALITY DOORMAN MARIO;HO;2017;112;152;-509;5;15;-0,3;-0,6;2,73;-1,3;1,2;;9,3;7,4;8,8;6,4;3,11;2,41;1,96;DOORMAN X GOLDWYN;;;;9/20/2013;USA-201704;337;107;218;241;129;486;99;154;;
001HO11626;HOCANM000011868371;LABYRINTH-P *RC;BRYHILL PRDE LABYRINTH-P-ET;HO;2322;560;601;-142;19;37;7,0;2,7;2,89;3,5;0,9;;6,0;5,4;6,9;4,7;1,49;2,04;1,25;PRIDE X CAMERON;;;;3/29/2014;USA-201704;588;559;580;517;523;579;598;619;;
080HO06056;HOCANM000011872793;PREDATOR;STANTONS PREDATOR;HO;2289;526;581;-756;3;37;7,8;2,7;2,57;4,7;4,7;;6,6;5,5;7,4;5,2;1,20;1,45;1,44;PREDESTINE X NUMERO UNO;;;;11/8/2013;USA-201704;507;526;529;371;418;446;620;644;;
202HO01556;HOCANM000011872867;ELOPED RED;STANTONS ELOPED RED;HO;2355;592;608;1121;36;40;5,5;1,9;2,59;1,6;0,9;;6,3;5,2;6,4;6,3;1,21;1,43;0,83;SYMPATICO *RC X ALCHEMY *RC;;;;2/5/2014;USA-201704;603;654;626;645;670;567;644;646;;
200HO10136;HOCANM000011873612;TAXI;DLASEPT TAXI;HO;2316;464;521;-34;25;57;2,7;-0,1;2,52;0,6;0,1;;6,7;6,0;8,3;5,7;1,99;2,10;1,37;DOORMAN X AltaIOTA;;;;8/2/2013;USA-201704;578;496;529;605;560;637;461;524;;
200HO10306;HOCANM000011874256;BLACKJACK;MORSAN BLACKJACK;HO;2286;460;473;1632;53;41;1,4;-0,3;2,81;0,0;1,9;;6,7;5,1;7,1;5,0;1,45;1,39;0,59;CHEVROLET X MAN-O-MAN;;;;2/17/2014;USA-201704;563;557;542;741;710;604;451;454;;
080HO01126;HOCANM000011883820;ANTONIO;ROCHERFENDU ANTONIO;HO;2162;292;326;564;35;15;1,0;1,4;2,86;1,5;-0,1;;6,0;4,6;7,8;7,7;1,84;1,76;0,93;ENFORCER X MAN-O-MAN;;;;5/22/2014;USA-201704;445;375;402;494;440;513;321;278;;
029HO17822;HOCANM000011884049;AUTOBULL;THURLER AUTOBULL-ET;HO;2505;705;770;465;50;80;5,6;0,8;2,76;1,8;-0,1;;6,2;4,7;8,6;6,6;1,35;1,13;1,30;BALISTO X SUDAN;;;;3/14/2014;USA-201704;717;789;741;901;912;704;703;705;;
200HO10216;HOCANM000011902870;LANDLORD;CALBRETT LANDLORD;HO;2374;570;626;-481;13;43;7,2;3,5;2,63;4,8;2,8;;8,0;5,4;7,8;5,8;1,74;1,77;0,96;HUNGER X NUMERO UNO;;;;1/2/2014;USA-201704;572;598;594;485;523;518;662;656;;
200HO10317;HOCANM000011927552;ARGYLL;BOLDI V ARGYLL;HO;2404;568;619;-393;12;68;5,3;2,2;2,63;4,3;4,1;;8,2;5,7;8,5;6,5;1,85;2,08;1,19;FLAME X SHAMROCK;;;;2/15/2014;USA-201704;589;553;574;553;545;596;571;614;;
542HO00757;HOCANM000011946389;SATELLITE P;VENTURE SATELLITE P;HO;2210;392;423;360;26;57;2,8;-0,7;2,78;0,3;2,6;;9,6;7,2;8,9;7,2;1,90;1,11;1,68;FLAME X EPIC;;;;3/7/2014;USA-201704;470;431;442;557;522;521;372;403;;
200HO10349;HOCANM000011990807;SCOTCH;MISTY SPRINGS SCOTCH;HO;2413;600;605;1641;49;62;4,5;1,1;2,88;2,5;2,3;;8,0;4,7;8,6;5,4;1,60;0,94;0,62;BREKEM*RC X SUPERSONIC;;;;4/16/2014;USA-201704;619;701;649;797;818;593;621;595;;
007HO12729;HOCANM000011993522;CHEROKEE;CLAYNOOK CHEROKEE;HO;2499;559;574;829;30;46;5,3;3,1;2,76;3,5;2,5;;7,3;3,9;7,3;4,5;2,35;2,51;1,54;KINGBOY X MOGUL;;;;10/8/2014;USA-201704;702;640;671;671;648;730;645;643;;
250HO12731;HOCANM000012001224;KNOX;CEDARWAL KNOX;HO;2272;330;333;1110;33;26;3,4;-0,4;2,93;0,6;1,5;;7,8;6,7;8,3;7,6;2,82;2,71;1,84;ANTON X EPIC;;;;8/29/2014;USA-201704;570;400;477;572;471;701;346;368;;
200HO10422;HOCANM000012020876;APPEARANCE;BOLDI V APPEARANCE;HO;2489;667;709;931;49;78;4,4;-0,7;2,80;-0,2;0,1;;8,0;5,5;8,1;6,3;2,17;1,77;1,95;DAVINCI X SUDAN;;;;7/29/2014;USA-201704;731;693;697;896;848;798;588;635;;
014HO07646;HOCANM000012021442;POSITIVE ENERGY;STANTONS POSITIVE ENERGY-ET;HO;2255;387;429;-758;-8;12;6,5;3,8;2,42;4,3;4,4;;7,4;5,3;7,7;5,2;1,94;2,67;0,99;HALOGEN X NUMERO UNO;;;;6/4/2014;USA-201704;485;406;463;221;233;462;546;568;;
029HO17966;HOCANM000012021478;FAIRFAX;STANTONS FAIRFAX ET;HO;2390;567;578;1329;43;30;5,9;2,7;2,84;3,4;1,6;;6,0;5,5;6,2;7,6;1,54;1,90;0,66;PEPPER X OBSERVER;;;;7/22/2014;USA-201704;634;658;644;681;682;625;633;590;;
014HO07674;HOCANM000012021501;TURBO;STANTONS TURBO;HO;2529;581;601;1742;59;37;4,6;2,4;2,73;4,0;2,9;;8,1;6,0;7,1;7,2;1,77;1,61;1,72;JACEY X BRONCO;;;;8/10/2014;USA-201704;734;758;736;855;843;749;688;627;;
014HO07687;HOCANM000012021530;ELECTRIC;STANTONS ELECTRIC;HO;2408;573;585;864;29;42;7,1;1,4;2,76;3,2;2,7;;8,3;5,3;7,8;6,4;1,91;2,00;1,46;MARDI GRAS X SHAMROCK;;;;9/3/2014;USA-201704;637;615;627;621;615;643;620;642;;
094HO17998;HOCANM000012042760;CRUSH;MAVERICK CRUSH;HO;2369;349;395;-148;12;12;5,0;1,1;2,35;2,0;2,3;;7,5;6,0;8,5;6,6;3,81;3,00;2,50;DOORMAN X NUMERO UNO;;;;6/13/2014;USA-201704;595;422;513;408;345;676;483;508;;
200HO10276;HOCANM000107994149;LANDGRAVE;RONIER LANDGRAVE;HO;2290;521;560;382;34;47;3,9;1,0;2,90;1,8;1,4;;6,3;5,4;7,4;6,3;1,54;1,36;1,45;MONTREAL X LAVAMAN;;;;1/28/2014;USA-201704;546;529;531;622;602;575;481;487;;
200HO10270;HOCANM000108207250;FORMIDABLE;BOFRAN FORMIDABLE;HO;2307;409;432;768;37;27;2,7;1,8;2,95;2,5;2,4;;7,0;4,8;7,2;5,8;2,14;2,26;0,86;CASHCOIN X MAN-O-MAN;;;;9/28/2013;USA-201704;560;481;514;596;546;623;436;414;;
200HO10255;HOCANM000108443063;AIRMILES;CHARPENTIER AIRMILES;HO;2296;493;503;872;28;60;4,1;0,4;2,81;0,9;3,2;;8,1;7,6;7,6;6,6;1,93;1,35;1,51;SHOTGLASS X PLANET;;;;1/5/2014;USA-201704;543;523;527;615;594;572;478;511;;
542HO00751;HOCANM000108482082;JUPITER;LUKASSEN OHARE JUPITER;HO;1984;312;291;1690;33;25;1,5;-0,9;2,81;-0,7;0,2;;7,6;6,6;7,5;7,3;0,50;0,68;0,41;OHARE-P X LEXOR;;;;4/6/2014;USA-201704;336;348;331;452;439;353;282;292;;
200HO10530;HOCANM000108485469;LOCHLAN;LACTOMONT LOCHLAN;HO;2455;567;586;1473;51;59;4,3;0,7;2,78;1,4;0,0;;7,3;5,3;9,0;7,3;2,29;1,72;0,87;BOMBERO X SARGEANT;;;;9/29/2014;USA-201704;678;692;672;832;811;702;603;590;;
200HO10345;HOCANM000108487085;LOIC;COMESTAR LOIC;HO;2414;628;695;14;39;74;4,6;2,3;2,82;3,2;2,1;;8,2;5,0;8,0;6,5;1,19;0,79;0,68;FLAME X SUDAN;;;;4/4/2014;USA-201704;598;701;643;752;787;552;643;618;;
200HO10213;HOCANM000108540889;PARTISAN;ANDREANE PARTISAN;HO;2293;536;529;1715;44;64;3,2;-1,5;2,85;-0,7;2,7;;7,7;8,1;7,3;7,1;1,70;1,58;0,85;SHOTGLASS X OBSERVER;;;;9/2/2013;USA-201704;578;550;548;749;704;637;442;496;;
029HO17859;HOCANM000108544616;RALEIGH;BEAUCOISE RALEIGH;HO;2331;623;693;-210;31;76;5,0;1,8;2,66;1,2;0,0;;6,7;5,7;7,8;8,1;0,42;0,96;0,41;MUCHO X SUDAN;;;;5/3/2014;USA-201704;567;665;611;689;723;518;623;640;;
001HO11369;HOCANM000108568399;LOVEBOAT;CANADA SS LOVEBOAT-ET;HO;2352;632;658;1181;48;76;5,7;-0,2;2,83;0,2;-0,4;;7,1;5,6;7,3;7,7;0,86;0,60;0,69;SUPERSIRE X LOGAN;;;;7/7/2013;USA-201704;607;719;651;822;848;572;626;645;;
200HO10462;HOCANM000108644870;STANLEY;LESPERRON STANLEY;HO;2475;572;602;428;22;47;6,2;1,7;2,55;2,8;2,7;;9,2;5,9;8,8;5,9;2,54;2,81;1,70;OLYMPIAN *RC X NUMERO UNO;;;;8/28/2014;USA-201704;695;601;650;617;583;736;624;664;;
151HO03000;HOCANM000108657401;ASTERIX P-RED;BLONDIN ASTERIX;HO;2005;179;195;-277;-2;-18;4,1;2,9;2,83;2,7;1,2;;7,3;4,7;7,4;5,4;1,60;2,34;1,17;COLT 45 X ALCHEMY *RC;;;;12/12/2013;USA-201704;334;201;280;106;76;369;298;291;;
200HO10310;HOCANM000108658087;GALLAGHER;SERIC GALLAGHER;HO;2316;526;553;399;28;59;4,0;1,1;2,96;2,7;2,2;;6,2;4,3;8,1;4,8;1,66;1,41;1,35;MCCORD X EPIC;;;;2/15/2014;USA-201704;548;525;531;615;599;572;485;504;;
029HO17821;HOCANM000108660277;ROOKIE;BLONDIN ROOKIE;HO;2266;480;485;1155;30;34;3,9;1,0;2,62;0,8;0,8;;7,3;6,8;6,8;6,7;1,93;2,01;0,50;CASHCOIN X MAN-O-MAN;;;;3/13/2014;USA-201704;542;515;525;560;543;558;498;518;;
200HO10470;HOCANM000108660553;PRESENT;ROCKYMOUNTAIN PRESENT;HO;2443;602;610;1632;47;56;6,1;0,5;2,64;1,4;1,2;;7,9;4,4;9,2;6,1;1,61;1,00;1,38;BOMBERO X MOGUL;;;;8/21/2014;USA-201704;665;740;694;792;817;635;689;680;;
200HO10299;HOCANM000108737099;NOVO;PROGENESIS NOVO;HO;2382;402;446;321;32;27;3,8;0,5;2,71;0,6;1,0;;7,3;5,5;8,9;6,0;3,33;2,90;1,82;DOORMAN X SUPERSONIC;;;;6/12/2014;USA-201704;638;484;556;602;522;741;461;476;;
200HO10426;HOCANM000108761594;BALLISTIC;CROTEAU A L BALLISTIC;HO;2424;629;690;331;43;85;3,9;-1,4;2,75;-0,5;0,8;;7,8;5,2;8,1;5,7;2,09;1,34;1,39;BALISTO X NUMERO UNO;;;;6/26/2014;USA-201704;651;648;634;835;807;691;545;602;;
200HO10319;HOCANM000108798823;BIONIC;PES009 BIONIC;HO;2301;522;551;602;30;36;4,9;2,6;2,70;3,7;2,8;;7,3;4,3;7,3;4,0;1,19;1,01;0,41;HUNGER X BOOKEM;;;;1/12/2014;USA-201704;523;604;563;555;607;455;613;581;;
